,F_NB,P_NB,A_NB,T_NB,CLAS_NB,F_KNB,P_KNB,A_KNB,T_KNB,CLAS_KNB
"IMAN_1, SHALAT_3, ZAKAT_2, PUASA_2, HAJI_1",0.5989947463765226,0.612,0.612,0.5312159061431885,3 3 3 3 4 3 3 0 0 0 2 2 3 0 3 1 0 3 3 0 1 1 2 0 3 4 0 2 3 0 0 1 3 3 0 3 1 0 3 2 0 0 0 1 2 1 2 1 2 0 1 1 0 1 1 1 4 1 2 1 4 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 4 1 1 1 1 1 4 1 4 4 1 3 3 1 1 1 1 1 1 1 1 4 2 3 2 2 2 3 4 3 2 2 1 2 2 3 2 2 2 2 4 3 4 4 4 3 3 3 1 2 0 1 4 2 2 4 4 3 2 2 2 4 3 2 3 3 2 3 3 4 2 2 3 3 3 1 3 3 3 4 3 3 3 3 3 1 3 3 3 3 4 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 3 3 3 3 4 4 3 0 3 3 4 3 4 4 4 4 4 4 4 4 3 4 3 4 4 4 3 3 4 4 4 4 4 4 4 3 4 4 4 4 4 3 4 4 4 4 4 3 4 3 4 4 4 3,0.3947084739407575,0.3919999999999999,0.028,4.265697717666626,1 1 1 1 1 2 1 2 1 4 0 1 4 2 1 4 4 1 1 3 3 0 4 1 4 2 4 3 2 4 4 2 4 2 4 4 4 4 4 4 2 4 4 3 4 4 4 4 1 4 0 0 4 4 3 4 3 4 1 4 0 4 4 2 0 0 0 3 2 4 1 4 2 3 0 0 2 2 0 4 4 3 2 2 0 0 0 1 2 4 4 0 0 0 3 2 3 0 0 0 1 1 1 1 4 1 1 1 1 1 0 1 4 1 4 0 4 1 0 4 0 0 0 1 1 2 2 0 4 4 0 1 1 0 0 0 0 0 1 1 0 1 1 1 4 0 0 1 0 1 0 0 2 0 0 0 1 1 1 1 1 0 0 4 1 1 0 1 0 1 1 1 1 1 4 0 0 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 2 1 1 0 1 1 0 0 2 2 1 1 1 1 0 1 2 0 0 1 0 1 1 0 1 0 0 0 1 1 0 1 0 0 0 1 0 1 0 1 0 1 0 1 0 0 0 0 0 2 0 1 0 0 0 1
"IMAN_1, SHALAT_3, ZAKAT_2, PUASA_2, HAJI_2",0.6350516492174347,0.644,0.644,0.484356164932251,3 3 3 3 3 3 3 0 0 0 2 2 3 0 3 1 0 3 0 0 1 1 2 0 3 4 0 2 3 0 0 1 3 1 0 0 1 0 3 2 0 0 0 1 2 1 2 1 2 0 1 1 0 1 1 1 4 1 2 1 4 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 4 1 3 3 1 1 1 1 1 1 1 1 1 2 3 2 2 2 3 3 3 2 2 1 2 2 3 2 2 2 2 2 3 3 2 3 3 3 3 1 2 0 1 3 2 2 3 4 3 3 2 2 3 3 2 3 3 2 3 3 3 2 2 3 3 3 1 3 3 3 3 3 3 3 3 3 1 3 3 3 3 4 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 4 4 4 4 4 4 4 4 1 4 4 4 3 4 4 3 3 3 3 3 3 3 3 4 1 4 1 4 4 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,0.39871041239462296,0.3960000000000001,0.02,4.34381628036499,1 1 1 1 1 2 1 2 1 2 0 1 4 2 1 2 3 1 1 3 3 4 1 1 4 2 4 4 4 4 4 2 4 4 4 4 4 4 4 4 2 4 4 3 4 4 4 4 1 4 0 0 4 4 3 4 3 2 1 3 0 4 3 2 0 0 0 0 2 4 1 4 2 2 0 0 2 2 0 4 2 3 2 2 0 0 0 0 4 4 4 0 0 0 3 2 3 0 0 0 1 1 1 1 4 1 1 1 1 1 0 1 0 4 4 0 4 1 0 0 0 1 0 1 1 2 4 0 4 4 0 1 1 0 0 0 0 0 1 0 0 1 1 1 3 0 0 1 0 1 0 0 2 0 0 0 1 1 1 1 1 0 0 4 1 1 4 0 0 1 1 1 1 1 1 0 0 1 2 2 1 1 1 1 1 1 4 4 1 1 1 1 1 0 2 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 4 0 2 0 1 0 1 1 1 1 0 1 1 1 1 0 2 0 3 2 1 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0
"IMAN_1, SHALAT_3, ZAKAT_2, PUASA_2, HAJI_3",0.5955506672829255,0.6039999999999999,0.604,0.5312299728393555,3 3 3 3 3 3 3 0 0 0 2 2 3 0 3 1 0 4 0 0 1 1 2 0 3 1 0 2 3 0 0 1 3 1 0 0 1 0 3 2 0 0 0 1 2 1 2 1 2 0 1 1 0 1 1 1 1 1 2 1 4 1 1 4 1 1 1 1 1 1 0 0 1 4 1 1 1 1 4 1 1 1 1 1 4 1 4 4 1 3 3 1 1 1 1 1 1 1 1 4 2 3 2 2 2 3 3 3 2 2 1 2 2 3 2 2 2 2 2 3 3 2 4 3 3 3 1 2 0 2 4 2 2 4 4 4 4 2 2 3 3 2 3 3 2 3 3 4 2 2 3 3 3 1 4 3 3 4 3 3 3 3 3 1 3 3 3 3 4 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 4 3 3 3 3 3 3 4 4 4 4 3 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 3 3 3 4 3 1 4 3 4 2 4 1 4 4 3 3 4 4 3 3 3 4 3 1 3,0.402860696517413,0.396,0.02,4.2656919956207275,1 1 1 1 1 2 1 2 1 2 1 1 4 2 1 2 4 1 1 4 3 4 4 1 4 2 4 3 2 4 4 2 4 2 3 4 4 4 4 4 2 4 4 3 4 4 4 4 1 4 0 0 4 4 3 2 3 2 1 4 0 4 3 2 0 0 0 3 2 4 1 4 2 2 0 0 2 2 0 4 4 4 4 2 0 0 0 0 2 4 4 0 0 0 3 2 3 0 0 0 1 1 1 1 4 1 1 1 1 1 0 1 4 1 4 0 4 1 0 0 0 0 0 1 1 2 4 0 3 4 0 1 1 0 0 0 0 0 1 1 0 1 1 1 3 0 0 1 0 1 0 0 2 0 0 0 1 1 1 1 1 0 0 4 1 1 4 1 0 1 1 1 1 1 1 0 0 1 2 1 1 1 4 1 1 1 4 1 1 1 1 1 1 0 2 1 1 0 1 1 2 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 2 0 1 2 2 0 4 0 1 0 2 0 0 1 1 0 0 4 0 0 1 1 1 0
"IMAN_1, SHALAT_3, ZAKAT_2, PUASA_3, HAJI_1",0.6350994977760931,0.6479999999999999,0.648,0.4843604564666748,3 3 3 3 3 3 3 0 0 0 2 2 3 0 2 1 0 0 0 3 1 1 2 0 3 1 0 2 3 0 0 1 3 3 0 3 1 0 3 2 0 0 0 1 2 1 2 1 2 0 1 1 2 1 1 1 4 1 2 1 4 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 4 1 1 1 1 1 4 1 4 4 1 1 3 1 1 1 1 1 1 1 1 4 2 3 2 2 2 2 4 3 2 2 3 2 2 3 2 2 2 2 3 3 3 4 4 3 2 4 1 2 0 2 4 2 2 3 3 3 4 2 2 4 3 2 3 3 2 3 3 3 2 2 3 4 4 3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 4 4 2 2 0 4 4 3 0 4 3 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 3 4 3 4 4 4 4,0.41504559270516717,0.42000000000000004,0.024,4.328186511993408,1 1 1 1 1 2 1 2 1 4 1 1 4 2 1 2 4 1 1 3 0 0 4 1 4 2 4 4 2 4 4 2 4 2 4 4 4 4 4 4 2 4 4 3 4 4 4 4 1 1 0 0 4 4 4 4 2 4 1 3 0 4 4 3 0 0 0 3 2 4 1 4 3 3 0 0 2 2 0 4 4 3 2 2 0 0 0 1 2 4 4 0 0 0 0 2 2 0 0 0 1 1 1 1 4 1 1 1 1 1 0 1 4 1 4 0 4 1 0 4 0 0 0 1 1 1 2 0 4 4 0 1 1 0 0 0 0 0 1 1 0 1 1 1 4 0 0 1 0 1 1 1 0 1 0 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 4 0 0 2 2 1 1 1 1 0 1 2 0 0 1 0 1 1 0 1 0 0 0 1 1 0 1 0 0 0 1 0 1 0 1 0 1 0 1 0 0 0 0 0 2 0 1 1 0 0 1
"IMAN_1, SHALAT_3, ZAKAT_2, PUASA_3, HAJI_2",0.6117324757774197,0.616,0.616,0.4843430519104004,3 3 3 3 3 3 3 0 0 0 2 2 3 0 2 1 0 0 0 3 1 1 2 0 3 4 0 2 3 0 0 1 3 3 0 3 1 0 3 2 0 0 0 1 2 1 2 1 2 0 1 1 1 1 1 1 4 1 2 1 4 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 4 1 1 4 1 1 3 1 1 1 1 1 1 1 1 1 2 3 2 2 2 2 3 3 2 2 3 2 2 3 2 2 2 2 3 3 3 2 4 3 2 2 1 2 0 1 4 2 2 3 3 3 2 2 2 3 3 2 3 3 2 3 3 3 2 2 3 4 4 3 3 3 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 0 3 3 3 3 4 2 2 0 4 3 4 4 4 4 3 3 3 3 3 4 4 3 3 4 4 4 3 3 3 3 3 3 3 3 1 4 1 4 4 4 4 3 3 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4,0.4251604621309371,0.43999999999999995,0.024,4.390699863433838,1 1 1 1 1 2 1 2 1 2 1 1 4 2 1 2 3 1 1 4 0 4 1 1 4 2 4 4 4 4 4 2 4 4 4 1 4 4 4 4 2 4 4 3 4 4 4 4 1 4 0 0 4 4 4 4 2 2 1 3 0 4 3 3 0 0 0 3 2 4 1 4 3 3 0 0 2 2 0 4 2 3 2 2 0 0 0 1 4 4 4 0 0 0 0 2 2 0 0 0 1 1 1 1 4 1 1 1 1 1 0 1 0 4 4 0 4 1 0 0 0 1 0 1 1 1 4 0 4 4 0 1 1 0 0 0 0 0 1 0 0 1 1 1 3 0 0 1 0 1 0 1 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 3 1 0 0 0 0 1 0 0 0 0 4 0 2 0 1 0 1 1 1 1 1 1 1 1 0 0 3 0 2 0 1 0 1 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0
"IMAN_1, SHALAT_3, ZAKAT_2, PUASA_3, HAJI_3",0.5916283034953113,0.6,0.6,0.5156064033508301,3 3 3 3 3 3 3 0 0 0 2 2 3 0 3 1 0 4 0 3 1 1 2 0 3 1 0 2 3 0 0 1 1 3 0 3 1 0 3 2 0 0 0 1 2 1 2 1 2 0 1 1 1 1 1 1 1 1 2 1 4 1 1 4 1 1 1 1 1 1 0 0 1 4 4 1 1 1 4 1 1 1 1 1 4 1 4 4 1 1 3 1 1 1 1 1 1 1 1 4 2 3 2 2 2 2 3 3 2 2 3 2 2 3 2 2 2 2 3 3 3 2 4 3 4 4 1 2 0 2 4 2 2 3 3 3 4 2 2 4 3 2 3 3 2 3 3 3 2 2 3 4 3 3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 0 3 3 3 4 4 2 2 0 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 3 3 3 4 3 4 3 1 4 3 4 3 4 1 3 4 3 3 4 4 0 3 4 4 4 3 3,0.44531770514876395,0.45999999999999996,0.028,4.31256103515625,1 1 1 1 1 2 1 4 1 4 0 1 4 2 1 2 4 1 1 4 0 4 4 1 4 2 4 4 2 4 4 2 4 2 4 4 4 4 4 4 2 4 4 3 4 4 4 4 4 4 0 0 4 4 3 2 2 2 1 3 0 4 3 3 0 0 0 3 2 4 1 4 3 3 0 0 2 2 0 4 4 4 4 2 0 0 0 1 2 4 4 0 0 2 0 2 2 2 0 0 1 1 1 1 4 1 1 1 1 1 0 1 4 1 4 0 4 1 0 0 0 0 0 1 1 1 4 0 4 4 0 1 1 0 0 0 0 0 1 1 0 1 1 1 3 0 0 1 0 1 0 1 0 1 0 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 4 1 1 0 0 0 0 1 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 2 0 1 2 2 0 4 0 1 0 2 0 0 1 1 0 0 3 0 0 1 1 4 0
"IMAN_1, SHALAT_3, ZAKAT_3, PUASA_1, HAJI_1",0.6163181791091679,0.62,0.548,0.5468659400939941,3 2 3 3 4 2 2 0 2 0 2 2 1 2 2 1 0 2 2 0 2 1 0 3 3 1 0 2 1 0 0 1 2 4 0 0 2 0 3 2 0 0 0 1 2 2 2 1 0 0 1 1 1 1 1 1 4 1 2 2 4 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 4 2 2 1 1 1 4 1 4 4 1 1 3 1 1 1 1 1 1 1 1 4 2 4 2 2 2 4 2 4 2 0 0 0 0 2 3 0 0 0 2 0 0 3 0 0 0 0 0 0 0 4 4 0 0 0 2 0 0 0 0 0 0 0 1 3 2 0 2 0 2 1 0 3 3 2 2 3 2 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 2 3 4 4 3 4 3 3 3 2 3 2 3 3 3 3 3 3 3 4 4 3 0 4 2 4 3 4 4 4 4 4 4 4 4 3 4 3 3 4 4 3 3 4 4 4 4 4 4 4 3 4 4 3 3 4 4 4 4 4 4 4 2 4 3 4 4 4 3,0.40584361142576153,0.376,0.036,4.265686511993408,1 1 1 1 1 0 1 2 1 4 0 1 4 4 1 4 4 1 1 3 3 0 4 2 4 2 4 4 4 4 4 2 4 2 3 4 4 4 4 4 2 4 4 3 4 4 4 4 1 4 0 0 4 4 4 4 0 4 1 4 2 4 4 2 2 2 0 2 2 4 1 4 3 2 0 0 2 2 2 4 4 3 0 2 0 0 0 1 2 4 4 0 0 0 3 2 3 0 0 0 0 1 1 0 1 0 1 1 0 4 4 1 4 1 2 4 4 4 1 1 1 1 1 1 4 4 4 1 1 2 2 4 1 1 4 4 4 4 4 4 4 4 4 4 4 4 1 4 4 4 4 0 0 4 1 0 1 1 1 1 1 0 1 1 1 0 0 1 1 1 0 1 1 1 0 0 2 1 1 0 0 0 1 1 0 1 0 1 1 0 0 1 4 4 1 1 4 1 2 0 0 0 1 2 1 1 1 1 0 1 0 0 0 1 0 1 1 0 1 0 0 0 1 1 0 1 0 0 0 1 0 1 0 1 0 1 0 1 0 0 0 0 0 1 1 1 1 0 0 1
"IMAN_1, SHALAT_3, ZAKAT_3, PUASA_1, HAJI_2",0.6071198830409358,0.608,0.556,0.5312309265136719,3 2 3 3 3 2 2 0 2 0 2 2 1 2 2 1 0 2 2 0 1 1 3 0 3 4 0 2 1 0 0 1 2 3 0 0 2 0 3 2 0 0 0 1 2 2 2 1 0 0 1 1 1 1 1 1 4 1 2 2 4 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 2 2 1 1 1 4 1 1 4 1 3 3 1 1 1 1 1 1 1 1 1 2 2 2 2 2 4 2 2 2 0 0 0 0 2 3 0 0 0 2 0 0 3 0 0 0 2 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 3 3 2 0 2 3 2 1 0 3 3 3 2 3 2 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 2 3 2 3 4 3 3 4 3 3 3 2 3 2 3 3 3 3 3 3 3 4 2 4 4 4 4 4 4 4 4 2 4 4 3 3 4 4 2 2 3 3 3 2 3 2 3 1 4 1 4 4 4 3 2 3 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4,0.4256078767123288,0.41200000000000003,0.036,4.343811988830566,1 1 1 1 1 4 4 2 1 4 1 1 4 1 1 4 1 1 4 3 3 4 1 2 4 2 4 4 4 4 4 2 4 4 4 1 4 4 4 4 2 4 4 3 3 4 4 4 4 4 0 0 4 4 4 4 0 3 1 3 2 4 2 2 2 2 0 2 2 4 1 4 3 2 0 0 2 2 2 4 3 3 0 2 0 0 0 1 4 4 4 0 0 0 3 2 3 0 0 0 0 1 1 0 1 0 1 1 0 4 4 4 4 4 2 4 4 4 1 1 1 1 1 1 4 3 4 1 1 2 2 1 1 1 4 4 4 4 4 4 4 4 4 4 4 1 1 4 4 4 4 0 0 1 1 0 1 1 4 1 4 0 1 1 1 0 0 1 1 1 0 1 1 4 0 0 4 1 1 0 0 0 1 1 0 1 0 1 1 0 0 1 1 1 1 1 1 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 1 1 4 4 1 1 4 0 2 0 3 0 1 0 1 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0
"IMAN_1, SHALAT_3, ZAKAT_3, PUASA_1, HAJI_3",0.5917730788358971,0.596,0.536,0.5312650203704834,3 2 3 3 3 2 2 0 2 0 2 2 1 2 4 1 0 4 2 0 2 1 0 3 3 4 0 2 1 0 0 1 2 3 0 0 2 0 3 2 0 0 0 1 2 2 2 1 0 0 1 1 1 1 1 1 1 0 2 0 4 1 1 4 1 1 1 1 1 1 0 0 1 4 1 1 1 1 4 2 2 1 1 1 4 1 4 4 1 1 3 1 1 1 1 1 1 1 1 4 2 2 2 2 2 4 2 4 2 0 0 0 0 2 3 0 0 0 2 0 0 3 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 3 3 2 0 2 3 2 1 0 3 3 2 2 3 2 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 2 3 4 4 3 4 3 3 3 2 3 2 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 2 4 3 4 2 4 3 1 4 3 2 3 4 1 3 4 3 3 4 4 3 4 4 3 4 3 3,0.4378950876126017,0.42000000000000004,0.036,4.25005841255188,1 1 1 1 1 0 1 4 1 4 1 1 4 3 1 4 4 1 1 4 3 4 4 2 4 3 4 4 4 4 4 2 4 2 3 4 4 4 4 4 2 4 4 3 4 4 4 4 4 4 0 4 3 4 3 2 0 4 1 4 2 4 2 2 2 2 0 2 2 4 1 4 3 2 0 0 2 2 2 4 4 4 4 2 0 0 0 0 2 4 4 2 0 0 3 2 3 0 0 0 0 1 1 0 1 0 1 1 0 4 4 4 4 1 2 4 4 4 1 1 1 1 1 1 4 4 4 1 1 2 2 1 4 1 4 4 4 4 4 4 4 4 4 4 4 1 1 1 4 2 4 0 0 4 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 0 1 1 1 0 0 2 1 1 0 0 0 1 1 0 1 0 1 1 0 0 1 1 1 1 1 1 1 2 0 1 1 0 0 0 0 1 0 1 1 1 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 2 1 1 2 4 0 4 0 1 0 2 0 0 1 1 0 0 2 0 0 1 1 2 0
"IMAN_1, SHALAT_3, ZAKAT_3, PUASA_2, HAJI_1",0.5927251837219214,0.604,0.572,0.5156083106994629,3 3 3 3 4 2 2 0 2 0 2 2 3 2 3 1 0 3 2 0 2 1 0 0 3 4 3 2 3 0 0 1 2 4 0 0 2 0 2 2 0 0 0 1 2 1 2 1 0 0 1 1 1 1 1 1 4 1 2 2 4 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 4 2 2 1 1 1 4 1 4 4 1 3 3 1 1 1 1 1 1 1 1 4 2 4 2 2 2 4 2 4 2 0 0 0 0 2 3 0 0 0 2 0 0 3 0 3 0 2 3 0 0 4 4 0 0 0 2 0 0 3 0 0 0 0 3 2 2 0 2 3 2 1 4 3 3 1 3 4 3 3 3 3 3 3 3 1 3 3 3 2 4 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 4 4 4 3 3 3 3 4 4 4 0 3 3 4 3 4 4 4 4 4 4 4 4 3 4 3 4 4 4 3 3 4 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 3 4 4 4 3,0.43692730287819437,0.42000000000000004,0.028,4.234430551528931,1 1 1 1 1 0 1 4 1 4 0 1 4 4 1 4 4 1 1 3 3 0 1 2 4 2 4 3 4 4 4 2 4 2 4 4 4 4 4 4 2 4 4 3 4 4 4 4 1 4 0 0 4 4 3 4 3 4 1 4 2 4 4 2 2 2 4 2 2 4 1 4 2 2 0 0 2 2 2 4 4 3 0 3 0 0 0 0 2 4 4 0 0 0 3 2 3 0 0 0 0 1 1 0 1 0 1 1 0 4 4 1 4 1 2 4 4 4 1 1 1 1 1 1 4 4 4 1 1 2 3 4 1 1 4 4 4 4 4 4 4 4 4 4 4 4 1 4 4 3 0 0 1 0 0 0 1 1 1 1 1 0 0 4 1 1 0 1 0 1 1 1 1 1 4 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 2 1 1 0 1 1 0 0 1 2 1 1 1 1 0 1 0 0 0 1 0 1 1 0 1 0 0 0 1 1 0 1 0 0 0 1 0 1 0 1 0 1 0 1 0 0 0 0 0 0 1 1 1 0 0 1
"IMAN_1, SHALAT_3, ZAKAT_3, PUASA_2, HAJI_2",0.6032719047159597,0.604,0.568,0.5312190055847168,3 3 3 3 2 2 2 0 2 0 2 2 3 2 2 1 0 3 2 0 1 1 0 0 3 1 3 2 3 0 0 1 2 3 0 0 1 0 2 2 0 0 0 1 2 1 2 1 0 0 3 1 1 1 1 1 4 1 2 2 4 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 2 2 1 1 1 4 1 1 4 1 3 3 1 1 1 1 1 1 1 1 1 2 2 2 2 2 4 2 3 2 0 0 0 0 2 3 0 0 0 2 0 0 3 0 3 0 2 0 0 0 1 0 0 0 0 2 0 0 3 0 0 0 0 3 2 2 0 2 3 2 1 4 3 3 1 3 4 3 3 3 3 3 3 3 1 3 3 3 2 4 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 3 2 3 4 3 3 3 3 3 3 4 2 4 4 4 4 4 4 4 4 2 4 4 4 3 4 4 2 2 3 3 3 2 3 3 4 1 4 1 4 4 4 3 2 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,0.45915334921649004,0.45999999999999996,0.028,4.296953201293945,1 1 1 1 1 4 4 2 1 4 0 1 4 1 1 4 1 1 4 3 3 4 1 2 4 2 4 4 4 4 4 2 4 4 4 1 4 4 4 4 2 4 4 3 4 4 4 4 4 4 0 0 4 4 3 4 3 3 4 3 2 4 2 2 2 2 0 2 2 4 1 4 2 2 0 0 2 2 2 4 3 3 4 3 0 0 0 0 4 4 4 0 0 0 3 2 3 0 0 0 0 1 1 0 1 0 1 0 0 4 4 4 4 4 2 4 4 4 1 1 1 1 1 1 4 4 4 1 1 2 3 1 1 1 3 4 4 4 4 4 4 4 4 4 4 1 1 4 4 4 0 1 1 0 0 0 1 1 1 1 1 1 0 4 1 1 0 4 0 1 1 4 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 0 1 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1 4 4 1 1 4 0 2 0 3 0 1 0 1 1 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0
"IMAN_1, SHALAT_3, ZAKAT_3, PUASA_2, HAJI_3",0.5728000343430371,0.58,0.544,0.5312192440032959,3 3 3 3 2 2 2 0 2 0 2 2 3 2 3 1 0 4 2 0 2 1 0 0 3 1 3 2 3 0 0 1 2 3 0 0 2 0 2 2 0 0 0 1 2 1 2 1 0 0 1 1 1 1 1 1 1 1 2 2 4 1 1 4 1 1 1 1 1 1 0 0 1 4 1 1 1 1 4 2 2 1 1 1 4 1 4 4 1 3 3 1 1 1 1 1 1 1 1 4 2 2 2 2 2 4 2 4 2 0 0 0 0 2 3 0 0 0 2 0 0 3 0 3 0 2 3 0 0 1 0 0 0 0 2 0 0 3 0 0 0 0 3 2 2 0 2 3 2 1 4 3 3 1 4 4 3 3 3 3 3 3 3 1 3 3 3 2 4 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 2 3 4 3 3 3 3 3 3 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 3 3 3 4 3 1 4 3 2 3 4 1 4 4 2 3 4 4 3 3 3 4 3 3 3,0.45156947429674704,0.432,0.028,4.18757963180542,1 1 1 1 1 1 1 4 1 4 1 1 4 1 1 4 4 1 1 4 3 4 4 2 4 2 4 3 4 4 4 2 4 2 3 4 4 4 4 4 2 4 4 3 4 4 4 4 4 4 0 0 4 4 3 2 3 4 1 4 2 4 2 2 2 2 4 2 2 4 1 4 2 2 0 0 2 2 2 4 4 4 4 3 0 0 0 0 2 4 4 2 0 0 3 2 3 0 0 0 0 1 1 0 1 0 1 1 0 4 4 4 4 1 2 4 4 4 1 1 1 1 1 1 4 4 4 1 1 2 3 1 4 1 4 4 4 4 4 4 4 4 4 4 4 4 1 1 4 3 0 1 1 0 0 0 1 1 1 1 1 0 0 4 1 1 0 1 0 1 1 4 1 1 1 0 0 1 1 1 1 1 4 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 0 0 0 1 0 1 1 1 0 0 0 1 3 1 0 0 0 0 0 1 0 0 4 2 1 1 2 4 0 4 0 1 0 3 0 0 1 1 0 0 2 0 0 1 1 2 0
