,F_NB,P_NB,A_NB,T_NB,CLAS_NB,F_KNB,P_KNB,A_KNB,T_KNB,CLAS_KNB
"IMAN_3, SHALAT_2, ZAKAT_1, PUASA_1, HAJI_2",0.6967656156153472,0.6960000000000001,0.696,0.5000176429748535,0 0 0 0 0 3 3 0 4 0 0 0 0 0 2 0 3 0 0 0 0 2 0 0 3 3 3 0 3 3 3 3 0 3 0 3 3 3 3 3 0 0 1 0 0 0 2 3 0 0 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 2 1 4 1 3 0 1 1 1 1 1 1 1 1 1 2 0 0 0 1 1 3 1 1 1 2 0 0 0 0 0 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 4 2 4 2 1 2 2 2 2 2 2 4 4 3 3 3 3 2 2 2 2 3 2 2 0 2 2 2 4 0 3 3 3 2 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 3 3 3 4 4 3 3 3 3 3 1 3 3 3 3 3 3 3 3 3 4 3 4 4 4 4 4 4 4 1 3 4 4 3 3 4 4 4 3 3 2 3 4 3 2 4 1 1 1 4 4 4 3 2 3 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4,0.4258206825935114,0.43199999999999994,0.02,4.578201770782471,4 1 4 4 4 4 1 4 1 4 2 1 1 1 4 4 1 4 4 1 4 4 4 4 2 4 4 4 4 4 4 1 4 1 4 4 4 1 1 4 1 4 2 4 1 1 1 1 4 4 3 4 0 0 0 4 4 3 3 0 3 4 0 4 4 0 3 4 2 3 2 4 2 2 0 1 0 1 2 2 4 4 2 0 0 0 0 3 4 3 1 4 4 2 4 4 4 2 0 2 1 1 4 1 1 4 1 1 0 1 0 4 1 4 1 1 1 0 1 1 1 0 0 0 4 4 4 1 0 1 1 1 0 0 0 1 1 0 1 0 4 0 0 1 1 4 0 1 1 0 4 1 1 1 0 0 1 1 1 1 4 2 1 1 0 1 1 1 1 0 0 1 1 4 0 1 4 0 1 3 1 1 0 1 0 1 0 0 0 1 2 1 1 1 0 0 1 1 4 0 1 1 0 0 0 0 0 0 0 0 4 0 0 2 1 0 1 1 1 1 1 0 1 0 0 0 0 0 3 2 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0
"IMAN_3, SHALAT_2, ZAKAT_1, PUASA_1, HAJI_3",0.667399960463746,0.664,0.664,0.48438096046447754,0 0 0 0 0 3 3 0 3 0 0 0 0 0 2 3 3 0 0 0 0 2 0 0 3 3 3 0 3 3 3 3 0 3 0 3 3 3 3 3 3 0 1 0 3 0 2 3 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 2 1 3 1 3 0 1 1 4 1 1 1 1 1 1 2 0 0 0 1 1 3 4 1 4 2 0 0 0 0 0 2 2 2 2 2 2 3 2 2 2 2 2 2 2 2 4 2 4 2 1 2 2 2 2 2 2 4 4 3 3 3 3 2 2 2 2 3 2 3 0 2 2 2 4 0 3 3 3 2 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 3 3 3 4 4 3 4 3 3 3 1 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 3 3 4 4 4 4 4 4 4 4 4 4 4 4 2 2 3 4 2 4 3 1 4 3 4 3 4 1 3 4 3 3 4 4 3 1 4 3 4 3 3,0.4413635707063412,0.424,0.028,4.484412431716919,4 4 4 4 4 1 1 4 1 4 2 1 1 1 4 1 1 1 1 1 4 4 4 4 4 1 4 4 4 4 2 1 4 1 4 4 4 1 1 4 1 4 2 4 1 1 1 4 1 4 0 4 4 0 0 2 0 4 3 0 4 4 4 4 4 0 4 2 2 3 2 2 2 4 0 4 0 1 2 2 4 4 2 0 0 0 0 3 4 3 1 4 4 2 4 4 1 2 0 2 1 1 1 1 1 4 1 1 0 1 0 4 1 1 4 1 1 0 1 1 1 0 0 0 4 4 1 1 0 1 1 1 0 0 0 1 1 0 1 0 4 0 0 1 1 4 1 1 1 0 4 1 1 1 0 0 1 1 1 1 1 2 1 1 0 1 1 1 1 0 0 1 1 1 0 1 2 0 1 3 1 1 0 1 0 1 0 0 0 1 2 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 2 0 0 0 4 0 4 0 1 0 2 0 0 0 0 0 0 4 2 0 1 1 2 0
"IMAN_3, SHALAT_2, ZAKAT_1, PUASA_2, HAJI_1",0.6766270764343387,0.672,0.672,0.49999475479125977,0 0 0 0 0 3 3 0 2 0 0 3 0 3 2 3 3 0 0 0 0 2 0 0 3 3 0 0 3 3 3 3 0 3 0 3 0 3 3 0 3 0 1 0 3 0 4 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 4 2 4 4 1 4 3 1 1 1 1 1 1 1 1 1 0 3 0 0 1 1 3 1 1 1 2 3 3 0 0 0 2 2 2 2 2 2 3 2 2 2 2 4 2 2 3 3 2 3 2 3 2 3 3 2 3 2 4 4 3 3 3 3 2 2 1 2 3 2 3 0 4 2 2 4 4 3 3 3 3 4 3 4 3 3 3 3 3 2 3 3 3 3 4 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 3 3 3 3 3 4 4 4 4 3 3 4 3 4 4 4 4 4 4 4 4 4 1 3 1 4 4 3 3 4 4 4 4 4 4 4 3 4 4 4 4 4 3 4 4 4 4 4 3 4 3 4 4 4 3,0.44993772151896033,0.452,0.016,4.4598119258880615,4 4 4 4 4 1 1 4 1 4 2 1 1 4 4 1 1 4 4 1 4 4 4 4 4 1 4 4 4 4 4 1 4 1 4 4 4 1 1 4 1 4 2 4 1 1 1 4 4 4 3 4 0 0 0 2 0 4 4 3 4 4 0 4 4 3 4 2 2 3 2 0 2 4 0 1 0 1 2 2 4 4 2 0 0 0 0 3 4 2 1 4 4 2 3 4 1 2 0 2 1 1 4 1 1 4 1 1 0 1 0 4 1 4 4 1 1 0 1 1 1 0 0 0 4 4 1 1 0 1 1 1 0 0 0 1 1 0 1 0 4 0 0 1 1 4 0 1 1 0 0 0 1 4 1 0 1 1 0 1 1 0 0 4 0 0 0 1 1 1 1 1 1 1 4 0 0 1 1 1 1 1 1 1 1 1 1 4 1 1 1 1 1 0 0 0 0 0 0 1 0 0 1 2 1 1 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 1 0 0 0 1
"IMAN_3, SHALAT_2, ZAKAT_1, PUASA_2, HAJI_2",0.6876608228063933,0.6839999999999999,0.684,0.48438119888305664,0 0 0 0 0 3 3 0 2 0 0 0 0 0 2 3 3 0 0 3 0 2 0 0 3 3 0 0 3 3 3 3 0 3 0 3 0 3 3 0 0 0 1 0 3 0 2 0 0 0 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 4 2 1 4 1 3 3 1 1 1 1 1 1 1 1 1 2 0 0 0 1 1 3 1 1 1 2 3 3 0 0 0 2 2 2 2 4 2 3 2 2 2 2 2 2 2 3 3 2 3 2 3 2 3 3 2 3 2 4 4 3 3 3 3 2 2 2 2 3 2 3 0 2 2 2 4 4 3 3 3 3 4 3 4 3 3 3 3 3 2 3 3 3 3 4 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 3 4 4 4 4 4 4 4 1 1 4 4 1 3 4 4 4 3 3 3 3 4 3 3 4 1 1 1 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4,0.4386581856731789,0.44399999999999995,0.016,4.531293630599976,1 1 1 1 4 4 1 4 1 4 2 1 1 1 4 4 1 4 4 1 4 4 4 4 2 4 4 2 4 4 4 1 4 1 4 4 4 1 1 4 1 4 2 4 1 1 1 1 4 4 3 4 2 0 0 4 4 3 2 3 3 4 2 4 4 3 3 4 2 3 2 4 2 2 0 1 0 1 2 2 4 4 2 0 0 0 4 3 4 2 1 4 4 2 3 4 4 2 0 2 1 1 4 1 1 4 1 1 0 1 0 4 1 4 1 1 1 0 1 1 1 0 0 0 4 4 4 1 0 1 1 1 0 0 0 1 1 0 1 0 4 0 0 1 1 4 0 1 1 0 0 0 1 0 1 0 1 1 0 1 1 0 0 4 0 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 2 1 1 1 1 4 4 1 1 1 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 4 0 0 2 0 0 1 1 1 1 1 0 1 0 0 0 0 0 3 2 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0
"IMAN_3, SHALAT_2, ZAKAT_1, PUASA_2, HAJI_3",0.6604821865029818,0.652,0.652,0.4843864440917969,0 0 0 0 0 3 3 0 2 0 0 0 0 0 2 3 3 0 0 3 0 2 0 0 3 3 0 0 3 3 3 3 0 3 0 3 0 3 3 0 3 0 1 0 3 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 3 1 1 1 2 1 3 1 3 3 1 1 4 1 1 1 1 1 1 0 3 0 0 1 1 3 4 1 4 2 3 3 0 0 0 2 2 2 2 2 2 3 2 2 2 2 2 2 2 3 4 2 3 2 3 2 3 3 2 3 2 4 4 3 3 3 3 2 2 2 2 3 2 3 0 2 2 2 4 4 3 3 3 4 4 3 4 3 3 3 3 3 2 3 3 3 3 4 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 3 3 3 4 4 4 4 3 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 3 3 2 4 3 1 4 3 4 3 4 1 3 4 3 3 4 4 3 1 3 4 3 1 3,0.4455755863914897,0.444,0.024,4.421949625015259,4 4 4 4 4 1 1 4 1 4 2 1 1 1 4 1 1 1 1 1 4 4 4 4 4 1 4 4 4 4 2 1 4 1 4 4 4 1 1 4 1 4 2 4 1 1 1 4 1 4 3 4 4 0 0 2 0 4 4 3 4 4 4 4 4 3 3 2 2 3 2 0 2 2 0 4 0 1 2 2 4 4 2 0 0 0 0 3 4 2 1 4 4 2 3 4 1 2 0 2 1 1 4 1 1 4 1 1 0 1 0 4 1 1 4 1 1 0 1 1 1 0 0 0 4 4 1 1 0 1 1 1 0 0 0 1 1 0 1 0 4 0 0 1 1 4 1 1 1 0 0 0 1 4 1 0 1 1 0 1 1 0 0 4 0 1 4 1 1 1 1 1 1 1 1 0 0 1 1 1 1 2 1 1 1 1 4 1 1 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 4 0 4 0 1 0 2 0 0 1 0 0 0 4 2 0 1 1 2 0
"IMAN_3, SHALAT_2, ZAKAT_1, PUASA_3, HAJI_1",0.7086257895714118,0.712,0.712,0.48438024520874023,0 0 0 0 0 0 3 0 2 0 0 0 0 0 2 0 0 3 0 0 0 2 0 0 3 2 0 0 3 0 3 0 0 3 0 0 0 0 0 0 0 0 1 0 0 0 4 3 3 0 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 2 1 4 1 4 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 3 1 3 1 2 3 3 0 0 0 2 2 2 2 2 2 3 2 3 2 2 4 2 2 2 3 2 3 2 3 2 3 3 2 3 2 4 4 3 3 2 3 3 2 1 3 3 3 3 0 4 2 2 4 3 4 4 3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 4 4 3 2 2 4 4 4 4 4 0 4 3 4 4 4 4 4 4 4 4 4 1 4 1 4 4 4 2 4 4 4 4 4 4 4 3 4 4 1 4 4 3 4 4 4 4 4 3 4 3 4 4 4 4,0.4862786890836545,0.504,0.012,4.546941757202148,4 4 4 4 4 1 4 4 1 4 3 4 4 4 4 4 4 4 4 4 4 3 4 4 4 1 4 3 4 4 4 1 4 4 4 4 4 4 4 4 4 4 2 4 1 1 1 4 4 4 0 4 2 0 0 3 3 4 4 0 4 4 2 4 4 0 4 4 2 3 2 0 2 4 0 1 0 1 2 2 4 4 2 0 3 0 0 2 4 3 4 4 4 4 3 4 1 2 0 3 1 1 4 1 1 4 1 1 0 1 0 4 1 4 4 1 1 0 1 1 1 0 0 0 4 4 1 1 0 1 1 1 0 0 0 1 1 0 1 0 4 0 0 1 1 4 1 1 1 0 1 1 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 0 1 1 1 1 1 1 2 1 1 4 1 2 1 1 1 1 1 4 0 0 1 3 1 1 0 1 1 1 2 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 2 0 0 0 0 0 0 0 0 1 0 1 0 0 0 2 0 0 1 1 1 0 0 1
"IMAN_3, SHALAT_2, ZAKAT_1, PUASA_3, HAJI_2",0.686185121233916,0.684,0.684,0.48438501358032227,0 0 0 0 0 0 3 0 4 0 0 0 0 0 2 0 0 3 0 0 0 2 0 0 3 2 0 0 0 0 3 0 0 3 0 0 0 0 0 0 0 0 1 3 0 0 2 3 3 0 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 2 1 4 1 3 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 3 1 3 1 2 0 3 0 0 0 2 2 2 2 4 2 3 2 3 2 2 2 2 2 2 4 2 3 2 3 2 3 3 2 3 2 4 4 3 3 2 3 3 2 2 3 3 3 2 0 3 2 2 3 3 4 4 3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 2 2 4 3 4 4 4 4 4 3 3 3 3 4 4 3 3 4 4 4 3 3 3 3 3 3 2 3 1 1 1 4 4 4 4 3 3 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4,0.45006963102325276,0.448,0.02,4.5937769412994385,4 1 1 4 4 4 1 4 1 4 3 1 1 1 4 4 1 1 3 1 4 3 4 4 2 4 4 3 4 4 4 1 4 1 4 4 4 1 1 4 1 4 2 4 1 1 1 1 1 4 0 4 2 0 0 4 4 4 2 0 2 4 2 4 4 0 0 4 2 3 2 4 2 2 0 1 0 1 2 2 4 4 2 0 0 0 4 4 4 3 1 4 4 2 3 4 1 2 0 3 1 1 4 1 1 4 1 1 0 1 0 4 1 1 1 1 1 0 1 1 1 0 0 0 4 4 4 1 0 1 1 1 0 0 0 1 1 0 1 0 4 0 0 1 1 4 1 1 1 0 0 1 0 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 0 1 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 4 1 1 0 0 0 0 0 0 0 0 4 0 0 2 2 0 1 1 1 1 1 0 1 0 0 0 3 0 2 2 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0
"IMAN_3, SHALAT_2, ZAKAT_1, PUASA_3, HAJI_3",0.6799885563170476,0.68,0.68,0.5000135898590088,0 0 0 0 0 0 3 0 2 0 0 0 0 0 2 0 0 3 0 0 0 2 0 0 3 2 0 0 0 3 3 0 0 3 0 0 0 0 0 0 0 0 1 1 0 0 2 3 3 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 3 1 3 0 1 1 4 1 1 1 1 1 1 0 0 0 0 1 1 3 4 3 4 2 0 3 0 0 0 2 2 2 2 4 2 3 2 3 2 2 4 2 2 2 4 2 3 2 3 2 3 3 2 3 2 3 4 3 3 2 3 2 2 2 3 3 3 3 0 3 2 2 4 3 4 3 3 3 3 3 3 3 3 3 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 0 3 3 3 3 4 3 2 2 4 4 4 4 3 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 2 3 3 4 3 4 3 1 4 3 2 3 4 1 3 4 3 3 4 4 1 1 4 4 4 3 3,0.4590150158516884,0.46399999999999997,0.02,4.484429121017456,4 4 4 4 4 1 1 4 1 4 2 1 1 1 4 1 1 1 3 1 4 3 4 4 4 1 4 3 4 4 2 1 4 1 4 4 4 1 1 4 1 4 2 4 1 1 1 4 1 4 0 4 4 0 0 3 3 4 4 0 4 4 2 4 4 0 4 2 2 3 2 0 2 4 0 4 0 1 2 2 4 4 2 0 0 0 0 3 4 3 1 4 4 2 3 4 1 2 0 3 1 1 4 1 1 4 1 1 0 1 0 4 1 1 4 1 1 0 1 1 1 0 0 0 4 4 1 1 0 1 1 1 0 0 0 1 1 0 1 0 4 0 0 1 1 4 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 0 4 1 1 1 1 1 2 1 1 1 1 2 1 1 1 1 1 4 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 2 0 0 0 4 0 4 0 1 0 2 0 0 1 0 0 0 3 2 0 1 1 2 0
"IMAN_3, SHALAT_2, ZAKAT_2, PUASA_1, HAJI_1",0.6916441427427868,0.6920000000000001,0.692,0.500006914138794,0 0 0 0 0 3 3 0 3 0 0 0 0 0 2 3 3 0 0 0 0 2 0 0 0 3 2 0 3 3 3 3 0 3 0 0 3 3 3 3 3 0 1 0 0 0 0 0 0 0 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 2 4 4 1 4 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 3 4 1 1 2 3 2 2 2 0 4 0 2 2 4 2 2 2 2 2 2 2 4 2 4 4 4 3 3 2 0 2 1 0 4 2 2 3 3 3 2 2 2 4 4 2 3 0 2 3 3 4 2 2 0 3 3 3 2 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 3 3 3 4 4 3 4 3 3 3 4 3 3 3 4 3 3 3 3 3 4 4 3 4 4 0 4 4 4 4 4 4 4 4 4 4 4 1 3 1 4 4 3 3 4 4 4 4 4 4 4 3 4 4 3 4 4 4 4 4 4 4 4 4 4 3 4 4 4 4,0.48244818061712164,0.46399999999999997,0.024,4.421937704086304,4 4 4 4 4 1 1 4 1 4 2 4 1 4 4 1 1 4 4 1 4 4 4 4 4 1 4 4 4 4 4 1 4 4 4 4 4 4 1 4 1 4 4 4 1 1 1 4 2 4 0 3 2 0 0 2 0 4 2 4 4 4 2 4 2 0 4 4 2 3 2 0 2 4 0 1 0 1 2 2 4 4 0 0 0 0 0 2 4 3 1 3 4 4 4 4 1 2 0 2 1 1 1 1 4 1 1 1 1 1 0 0 4 1 4 0 4 1 1 4 1 1 0 0 1 1 2 1 3 1 0 1 1 1 0 1 0 0 1 0 0 1 1 1 3 1 0 1 1 0 4 1 1 1 0 0 1 1 1 1 1 2 1 1 0 1 1 1 1 0 0 1 1 1 0 1 4 0 1 3 1 1 0 1 0 1 0 0 0 1 0 1 1 1 0 0 1 1 0 0 0 0 1 2 1 1 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1
"IMAN_3, SHALAT_2, ZAKAT_2, PUASA_1, HAJI_2",0.7006329407525169,0.7,0.7,0.48438215255737305,0 0 0 0 0 0 3 0 4 0 0 0 0 0 2 0 3 0 0 0 0 2 0 0 0 3 0 0 3 3 3 0 0 3 0 0 3 3 3 3 0 0 1 0 0 0 2 0 0 0 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 2 1 4 1 3 0 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 3 1 1 1 2 3 2 2 2 0 3 0 2 2 4 2 2 2 2 2 2 2 3 2 4 2 4 3 3 2 0 2 1 0 3 2 2 3 3 3 2 2 2 3 4 2 3 0 2 3 3 3 2 2 0 3 3 3 2 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 3 3 3 4 3 3 3 3 3 3 1 3 3 3 3 3 3 3 3 3 4 3 4 4 4 3 4 4 4 1 1 4 4 3 3 4 4 4 3 3 2 3 4 3 3 3 1 1 1 4 4 4 4 4 3 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4,0.4328408374465451,0.412,0.024,4.5000526905059814,4 1 2 2 4 4 1 4 1 4 2 1 1 1 4 4 1 1 4 1 4 4 4 4 4 4 4 4 4 4 4 1 4 1 4 4 4 1 1 4 1 4 4 2 1 1 1 2 2 4 0 4 2 0 0 4 4 3 2 4 2 4 2 4 2 0 0 4 2 3 2 4 2 2 0 1 0 1 4 2 4 4 4 0 0 0 0 2 4 3 1 4 4 4 4 4 1 2 0 2 1 1 1 1 4 1 1 1 1 1 0 0 1 4 4 0 4 1 1 1 0 1 0 0 1 1 4 1 4 1 0 1 1 0 0 1 0 0 1 0 0 1 1 1 3 1 0 1 1 0 4 1 1 1 0 0 1 1 1 1 4 2 1 1 0 1 1 1 1 0 0 1 1 4 0 1 4 0 1 3 1 1 0 1 0 1 0 0 0 1 0 1 1 1 0 0 1 1 4 0 1 1 0 0 0 0 0 0 0 0 4 0 0 2 0 0 1 1 1 1 1 0 1 0 0 0 2 0 3 2 1 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0
"IMAN_3, SHALAT_2, ZAKAT_2, PUASA_1, HAJI_3",0.6874782278164304,0.684,0.684,0.500006914138794,0 0 0 0 0 3 3 0 3 0 0 0 0 0 2 3 3 0 0 0 0 2 0 0 0 3 2 0 3 3 3 3 0 3 0 0 3 3 3 3 3 0 1 0 0 0 2 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 3 1 3 0 1 1 4 1 1 1 1 1 1 2 0 0 0 1 1 3 4 1 4 2 3 2 2 2 0 3 0 2 2 2 2 2 2 2 2 2 2 3 2 4 2 4 3 3 2 0 2 1 2 4 2 2 3 3 3 2 2 2 3 3 2 3 0 2 3 3 4 2 2 0 3 3 3 2 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 3 3 3 4 4 3 4 3 3 3 1 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 4 4 3 4 4 4 4 4 4 4 4 4 4 4 4 4 2 4 3 4 2 4 3 1 4 3 4 3 4 1 3 4 3 3 4 4 3 1 4 4 4 1 3,0.47765540896854686,0.456,0.024,4.406312465667725,4 4 4 4 4 1 1 4 1 4 4 1 1 1 4 1 1 1 1 1 4 4 4 4 4 1 4 4 4 4 4 1 4 1 4 4 4 1 1 4 1 4 4 4 1 1 1 2 2 4 0 4 2 0 0 2 0 4 2 0 2 4 2 4 4 0 4 2 2 3 2 0 2 2 0 4 0 1 2 2 4 4 0 0 0 0 0 2 4 3 1 3 4 4 4 4 1 2 0 2 1 1 1 1 4 1 1 1 1 1 0 0 1 1 4 0 4 1 1 1 1 1 1 1 1 1 4 1 3 1 0 1 1 0 0 1 0 0 1 0 0 1 1 1 3 1 0 1 1 0 4 1 1 1 4 0 1 1 1 1 1 2 1 1 0 1 1 1 1 0 0 1 1 1 0 1 4 0 1 3 1 1 0 1 0 1 0 0 0 1 0 1 1 1 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 2 0 4 0 1 0 2 0 0 1 0 0 0 1 0 0 1 1 4 0
"IMAN_3, SHALAT_2, ZAKAT_2, PUASA_2, HAJI_1",0.6730272060941052,0.672,0.672,0.4843556880950928,0 0 0 0 0 3 3 0 0 0 0 0 0 3 2 3 3 0 0 3 0 2 0 0 3 3 0 0 3 3 3 3 0 2 0 0 3 0 3 0 3 0 1 0 3 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1 1 4 2 4 4 1 4 3 1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 3 4 1 1 2 3 2 2 2 0 4 3 2 2 4 2 2 3 2 2 2 2 4 2 4 4 4 3 3 3 0 2 1 0 4 2 2 4 4 3 2 2 2 3 3 2 3 0 2 3 3 4 2 2 3 3 3 3 3 3 3 4 3 3 3 3 3 1 3 3 3 3 4 3 3 3 3 3 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 3 3 3 3 3 4 4 3 4 3 3 4 3 4 4 4 4 4 3 4 4 4 1 3 1 4 4 3 3 4 4 4 4 4 4 4 3 4 4 1 4 4 3 4 4 4 4 4 3 4 3 4 4 4 3,0.4585826603661941,0.452,0.02,4.3906495571136475,4 4 4 4 4 1 1 4 1 4 2 4 1 4 4 1 1 4 4 1 4 4 4 4 4 1 4 4 4 4 4 1 4 1 4 4 4 1 1 4 1 4 4 4 1 1 1 4 2 4 3 4 2 0 0 2 0 4 2 4 4 4 2 4 2 3 4 4 2 3 2 0 2 4 0 1 0 1 2 2 4 4 0 0 0 0 0 3 4 4 1 4 4 4 4 4 1 2 0 2 1 1 1 1 4 1 1 1 1 1 0 0 4 1 4 0 4 1 1 4 1 1 0 0 1 1 2 1 4 1 0 1 1 1 0 1 0 0 1 0 0 1 1 1 4 1 0 1 1 1 0 0 1 4 1 0 1 1 0 1 1 0 0 4 0 0 0 1 1 1 1 1 1 1 4 2 0 1 2 2 1 1 1 1 1 1 1 4 1 1 1 1 1 0 0 0 0 0 0 1 0 0 1 2 1 1 0 1 1 1 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1
